IDENT;LIBELLE;VEHICULE;VOIRIE;INSEE
B_GAM37_R;Lycée St Michel;BUS;CHAUSSEE;33056
B_CAU02_R;Rue de Caudéran;BUS;VOIE_PROTEGEE;33063
B_BSM51_A;Barrière St Médard;BUS;CHAUSSEE;33063
B_LBR03_A;Grand-Lebrun;BUS;CHAUSSEE;33063
B_PCA52_A;Parc d'échange du Caillou;BUS;CHAUSSEE_ACCESS;33063
B_COU52_A;Coubertin;BUS;CHAUSSEE_ACCESS;33162
B_GUY52_R;Guynemer;BUS;CHAUSSEE;33162
B_SNP53_A;La Poudrerie;BUS;CHAUSSEE;33449
B_RRO52_A;Résidence Rostand;BUS;CHAUSSEE;33200
B_CLE52_R;Clemenceau;BUS;CHAUSSEE;33200
B_JOU31_R;Berges du Lac;BUS;CHAUSSEE_ACCESS;33063
B_TRY02_A;Trégey;BUS;CHAUSSEE;33063
B_RME53_R;Rue du Médoc;BUS;CHAUSSEE_ACCESS;33200
B_MGA82_A;Moulin de Gajac;BUS;CHAUSSEE_ACCESS;33449
B_RCO82_A;Route de Corbiac;BUS;CHAUSSEE_ACCESS;33449
B_PRE82_A;République;BUS;CHAUSSEE_ACCESS;33449
B_PRE82_R;République;BUS;CHAUSSEE_ACCESS;33449
B_COL53_R;Collège d'Hastignan;BUS;CHAUSSEE_ACCESS;33449
B_COL53_A;Collège d'Hastignan;BUS;CHAUSSEE_ACCESS;33449
B_AQU53_A;Espace Aquatique;BUS;CHAUSSEE;33449
B_VCE53_R;Village de Cerillan;BUS;CHAUSSEE;33449
B_VCE53_A;Village de Cerillan;BUS;CHAUSSEE;33449
B_VIS53_A;Village d'Issac;BUS;CHAUSSEE_ACCESS;33449
B_MAL53_R;Malterre;BUS;CHAUSSEE;33449
B_MSM82_R;Mairie de St Médard;BUS;CHAUSSEE;33449
B_MSA53_A;Eglise de St Aubin;BUS;CHAUSSEE_ACCESS;33376
B_PMA53_R;Place du Mayne;BUS;CHAUSSEE;33200
B_MAE53_R;Mayne d'Estève;BUS;CHAUSSEE;33376
B_PMA53_A;Place du Mayne;BUS;CHAUSSEE;33200
B_RJA53_R;Jean Jaurès;BUS;CHAUSSEE_ACCESS;33200
B_MAE53_A;Mayne d'Estève;BUS;CHAUSSEE;33376
B_BEC53_A;Allée des Bécasses;BUS;CHAUSSEE;33376
B_BIC53_A;Le Bichou;BUS;CHAUSSEE;33376
B_BEC53_R;Allée des Bécasses;BUS;CHAUSSEE;33376
B_AVI53_A;Allée Vieille;BUS;CHAUSSEE;33449
B_TRU36_A;Avenue du Truc;BUS;HS_SEMI_INTEGRE;33281
B_PRA36_R;Allée de la Prairie;BUS;CHAUSSEE;33281
B_AVE36_R;Avenue de l'Europe;BUS;CHAUSSEE_ACCESS;33075
B_RED36_A;Rue du Réduit;BUS;CHAUSSEE;33075
B_CLA36_R;Claudeville;BUS;CHAUSSEE;33075
B_BTO22_A;Barrière de Toulouse (Bd Albert 1er);BUS;CHAUSSEE_ACCESS;33063
B_VEN67_A;Vendangeurs;BUS;CHAUSSEE;33013
B_STE51_A;Stade Stéhélin;BUS;CHAUSSEE;33063
B_BER51_A;Docteur Bert;BUS;CHAUSSEE;33063
B_EGC51_R;Eglise de Caudéran;BUS;CHAUSSEE;33063
B_CGO15_A;Camille Godard;BUS;CHAUSSEE;33063
B_THO22_A;Thorez Goélands;BUS;CHAUSSEE;33039
B_THO22_R;Thorez Goélands;BUS;CHAUSSEE;33039
B_SAL22_R;Salengro;BUS;CHAUSSEE_ACCESS;33039
B_KYR22_R;Kyrié;BUS;HS_SEMI_INTEGRE;33063
B_CAP22_R;Capucins;BUS;CHAUSSEE_ACCESS;33063
B_LIB23_A;Liberté;BUS;CHAUSSEE_ACCESS;33039
B_DO323_R;Gare de Bègles;BUS;CHAUSSEE_ACCESS;33039
B_MRE23_A;Martyrs de la Résistance;BUS;CHAUSSEE;33039
B_BRE48_R;Brémontier;BUS;CHAUSSEE;33281
B_ABR48_R;Aristide Briand;BUS;CHAUSSEE;33281
B_GBA04_R;Galerie des Beaux Arts;BUS;CHAUSSEE_ACCESS;33063
B_ROO40_A;Pont de Cauderès;BUS;CHAUSSEE;33522
B_ROO40_R;Pont de Cauderès;BUS;CHAUSSEE;33522
B_THO41_A;Piscine de Thouars;BUS;CHAUSSEE_ACCESS;33522
B_MIG41_R;Mignonne;BUS;CHAUSSEE_ACCESS;33192
B_MAU80_A;Collège A. Mauguin;BUS;CHAUSSEE_ACCESS;33192
B_MON80_A;Montfort;BUS;CHAUSSEE_ACCESS;33192
B_STE80_A;Les Stellaires;BUS;CHAUSSEE;33192
B_STE80_R;Les Stellaires;BUS;CHAUSSEE_ACCESS;33192
B_CAM80_A;Les Campanules;BUS;CHAUSSEE_ACCESS;33192
B_CAZ41_R;Moulin de Cazeaux;BUS;CHAUSSEE;33192
B_COA76_A;Collège Ausone;BUS;HS_INTEGRAL;33069
B_ORN80_A;Stade Ornon;BUS;CHAUSSEE;33192
B_VI643_A;Village 6 IUT;BUS;CHAUSSEE_ACCESS;33192
B_JPU90_R;Jardin Public;BUS;CHAUSSEE_ACCESS;33032
B_IMH31_R;Imhotep;BUS;CHAUSSEE;33063
B_LMA92_R;Le Mayne;BUS;CHAUSSEE;33004
B_ROU71_R;Rousseau;BUS;CHAUSSEE;33449
B_RBL07_R;La Route Bleue;BUS;CHAUSSEE;33065
B_GPO02_R;Parc d'Activité du Grand Port;BUS;CHAUSSEE;33039
B_NEN63_A;Nénuphars;BUS;CHAUSSEE;33013
B_VIN03_R;Professeur Vincent;BUS;CHAUSSEE;33249
B_GEOV9_A;Boulevard George V;BUS;CHAUSSEE;33063
B_MER53_A;Mermoz;BUS;CHAUSSEE;33200
B_BAN03_A;Banlin;BUS;CHAUSSEE_ACCESS;33063
B_LOP16_A;Place Lopès;BUS;CHAUSSEE_ACCESS;33063
B_JJB34_R;Capelle;BUS;HS_INTEGRAL;33063
B_LIB36_R;Libération;BUS;CHAUSSEE;33281
B_ECO82_A;Corbiac;BUS;CHAUSSEE;33449
B_LYC30_A;Lycées de Mérignac;BUS;CHAUSSEE;33281
B_HON20_A;La Hontan;BUS;VOIE_PROTEGEE;33550
B_SKA21_A;Neruda;BUS;CHAUSSEE_ACCESS;33550
B_ORP20_R;Orphelins;BUS;CHAUSSEE;33039
B_KOS22_R;Parc de Mussonville;BUS;CHAUSSEE_ACCESS;33039
B_CIM71_R;Cimetière de St Médard;BUS;CHAUSSEE;33449
B_LAT58_R;De Lattre de Tassigny;BUS;CHAUSSEE;33056
B_ALL22_R;Allende;BUS;CHAUSSEE;33039
B_LAG78_A;Lycée Agricole;BUS;CHAUSSEE;33056
B_MON78_A;Montaigne;BUS;CHAUSSEE;33056
B_JAC78_A;Jacques;BUS;CHAUSSEE;33519
B_JAC78_R;Jacques;BUS;CHAUSSEE;33056
B_BRE78_R;Stade Breillan;BUS;CHAUSSEE;33056
B_PPUY79;Libération;BUS;CHAUSSEE;33312
B_FOR58_A;Ford;BUS;CHAUSSEE;33056
B_MAI91_A;Mairie de St Louis de Montferrand;BUS;CHAUSSEE;33434
B_EUR43_A;Eurofac;BUS;CHAUSSEE_ACCESS;33192
B_CXN94_R;La Croix Noire;BUS;CHAUSSEE;33003
B_HOU94_R;Hourcade;BUS;CHAUSSEE;33003
B_PET41_A;Pelletan;BUS;HS_INTEGRAL;33522
B_PGA43_A;Prince de Galles;BUS;CHAUSSEE;33192
B_BX211_A;Bordeaux Carreire;BUS;CHAUSSEE_ACCESS;33063
B_PEL41_A;Bordeaux Carreire;BUS;VOIE_PROTEGEE;33063
B_GAL41_A;Réservoir Lavardens;BUS;VOIE_PROTEGEE;33522
B_VIC20_A;Victoire (Somme);BUS;CHAUSSEE_ACCESS;33063
B_VIC22_A;Victoire (Marne);BUS;CHAUSSEE;33063
B_PEI19_R;Peixotto;BUS;CHAUSSEE;33522
B_BOU10_R;Caserne Boudet;BUS;CHAUSSEE_ACCESS;33063
B_PAL02_A;Ste Croix;BUS;CHAUSSEE;33063
B_LEN05_R;Collège L. Lenoir;BUS;CHAUSSEE_ACCESS;33063
B_DUB05_A;Dubedout;BUS;CHAUSSEE;33167
B_MUN51_R;Quinconces;BUS;CHAUSSEE;33063
B_QUI51_A;Quinconces;BUS;CHAUSSEE;33063
B_CAF38_R;Caisse des Dépôts;BUS;CHAUSSEE_ACCESS;33063
B_CLE90_A;Clémentel;BUS;CHAUSSEE;33032
B_CLE90_R;Clémentel;BUS;CHAUSSEE;33032
B_COU90_R;Coutenceau;BUS;CHAUSSEE;33032
B_COU90_A;Coutenceau;BUS;CHAUSSEE;33032
B_BRI21_A;Brignon;BUS;CHAUSSEE;33550
B_CHA53_R;Chateaubriand;BUS;CHAUSSEE;33449
B_SCR53_R;Ste Christine;BUS;CHAUSSEE;33200
B_CHU12_A;Churchill;BUS;CHAUSSEE;33281
B_MOU03_R;Grands Moulins;BUS;HS_INTEGRAL;33063
B_FRA47_R;Fraternité;BUS;CHAUSSEE;33318
B_CAR55_A;Les Sources;BUS;CHAUSSEE_ACCESS;33162
B_BAL27_R;Balguerie;BUS;CHAUSSEE;33075
B_AIR80_A;Les Airelles;BUS;CHAUSSEE_ACCESS;33192
B_MIR92_A;Mirambeau;BUS;CHAUSSEE;33004
B_AHL44_R;Clavé;BUS;CHAUSSEE;33318
B_DUR23_R;Durcy;BUS;CHAUSSEE;33039
B_NOU08_A;Nouaux;BUS;CHAUSSEE;33119
B_CAP10_R;Capdeville;BUS;CHAUSSEE;33063
B_PEY16_A;Peyronnet;BUS;CHAUSSEE_ACCESS;33063
B_MAR07_A;Marronniers;BUS;CHAUSSEE;33065
B_FRA46_R;France-Les Castors;BUS;CHAUSSEE;33318
B_BER35_A;Berlioz;BUS;CHAUSSEE;33281
B_LMA92_A;Le Mayne;BUS;CHAUSSEE;33004
B_PFR54_R;Pins-Francs;BUS;CHAUSSEE_ACCESS;33063
B_VHU93_R;Victor Hugo;BUS;CHAUSSEE_ACCESS;33096
B_RBEG9_A;Rue de Bègles;BUS;CHAUSSEE;33063
B_GAM35_A;Avenue Gambetta;BUS;CHAUSSEE;33281
B_EUS48_A;André Eustache;BUS;CHAUSSEE_ACCESS;33318
B_DEL32_A;Delacroix;BUS;CHAUSSEE;33167
B_MCA40_A;Mac Carthy;BUS;CHAUSSEE;33063
B_MFR50_R;Mendès France;BUS;CHAUSSEE;33281
B_ROS50_A;Rostand;BUS;CHAUSSEE;33281
B_PLO92_R;Port Lopès;BUS;CHAUSSEE;33004
B_EUR44_R;Europarc;BUS;CHAUSSEE;33318
B_FRA46_A;France-Les Castors;BUS;CHAUSSEE_ACCESS;33318
B_CHE46_A;Les Chênes;BUS;CHAUSSEE;33318
B_GER37_A;Germignan;BUS;CHAUSSEE;33519
B_LAJ03_R;Lajaunie;BUS;CHAUSSEE;33063
B_GVE67_A;Grand Veneur;BUS;CHAUSSEE;33013
B_FAV20_A;Farvarque;BUS;CHAUSSEE;33550
B_LAP38_R;Collège Lapierre;BUS;CHAUSSEE;33249
B_DUR23_A;Durcy;BUS;CHAUSSEE;33039
B_MAR06_R;Martouret;BUS;CHAUSSEE;33167
B_BRI21_R;Brignon;BUS;CHAUSSEE;33550
B_RIG76_A;Rigal;BUS;CHAUSSEE_ACCESS;33069
B_LAN55_A;La Landotte;BUS;CHAUSSEE;33519
B_TAR47_A;Tartifume;BUS;CHAUSSEE;33318
B_PER54_R;Pérès;BUS;CHAUSSEE_ACCESS;33063
B_ETA06_R;Etangs;BUS;CHAUSSEE;33167
B_THS41_R;Le Dôme;BUS;CHAUSSEE_ACCESS;33522
B_PGN75_A;Pagneau;BUS;CHAUSSEE_ACCESS;33281
B_LBRO9_R;Lewis-Brown;BUS;CHAUSSEE;33063
B_MON50_A;Place Mondésir;BUS;CHAUSSEE_ACCESS;33063
B_DEL91_A;Delacroix;BUS;CHAUSSEE;33004
B_CAP16_A;Capucins;BUS;CHAUSSEE;33063
B_PRI47_A;Privat;BUS;VOIE_PROTEGEE_ACCESS;33063
B_JAL56_R;Les Jalles;BUS;CHAUSSEE;33162
B_TES49_R;Tournesol;BUS;CHAUSSEE_ACCESS;33281
B_BEC43_A;Le B.E.C;BUS;CHAUSSEE;33318
B_BLA27_R;Chanzy;BUS;CHAUSSEE_ACCESS;33069
B_STA55_R;Stade Municipal;BUS;CHAUSSEE_ACCESS;33519
B_VER54_A;Verdun;BUS;CHAUSSEE;33069
B_VIA07_A;Vialle;BUS;HS_INTEGRAL;33065
T_MERHDV_R;Hotel De Ville Merignac;TRAM;QUAI;33281
T_ROBINS_A;Freres Robinson;TRAM;QUAI;33281
T_MERPIN_A;Les Pins;TRAM;QUAI;33281
T_MERPIN_R;Les Pins;TRAM;QUAI;33281
T_STADMU_R;Stade Musard;TRAM;QUAI;33039
T_STADMU_A;Stade Musard;TRAM;QUAI;33039
T_CALAIS_R;Calais Centujean;TRAM;QUAI;33039
B_GAR53_A;Les Garouilles;BUS;CHAUSSEE;33376
B_GAR53_R;Les Garouilles;BUS;CHAUSSEE;33376
B_ANP23_R;Pôle emploi Bègles;BUS;CHAUSSEE;33039
B_TOUR51;Tourny;BUS;AUTRE;33063
B_QORL02;Quinconces;BUS;CHAUSSEE;33063
B_DAS11_R;Dassault;BUS;CHAUSSEE;33281
B_LOU11_A;Loupiac;BUS;CHAUSSEE;33273
B_LOU11_R;Loupiac;BUS;CHAUSSEE;33273
B_CEL;Dépôt du Lac;BUS;AUTRE;33063
B_GFARL_A;Garage Arlac;BUS;AUTRE;33281
B_AMDEP_R;Dépôt Ambarès E;BUS;AUTRE;33003
B_SBMER_R;Mérignac Centre;BUS;AUTRE;33281
B_SBBRA_R;Brandenburg;BUS;AUTRE;33063
B_SBNEY_R;New York;BUS;AUTRE;33063
B_SBACH_R;Rue Achard;BUS;AUTRE;33063
B_SBBAF_A;La Cité du Vin;BUS;AUTRE;33063
B_SBMED_A;Cours du Médoc;BUS;AUTRE;33063
B_SBCHA_A;Chartrons;BUS;AUTRE;33063
B_SBPMF_R;P. Mendès France;BUS;AUTRE;33281
B_SBHOP_R;Hôpital Pellegrin;BUS;AUTRE;33063
B_SBHOT_R;Hôtel de Police;BUS;AUTRE;33063
B_SBHOT_A;Hôtel de Police;BUS;AUTRE;33063
B_SBBRU_R;St Bruno H.Région;BUS;AUTRE;33063
B_SBGAL_A;Galin;BUS;AUTRE;33063
B_SBIRI_R;Iris;BUS;AUTRE;33249
B_SBIRI_A;Iris;BUS;AUTRE;33249
B_SBGRA_R;Gravières;BUS;AUTRE;33249
B_SBPAL_R;Palmer;BUS;AUTRE;33119
B_SBCRX_A;Sainte Croix;BUS;AUTRE;33063
B_SBTBG_A;Berges de Garonne;BUS;AUTRE;33063
B_SBBGAB;Berges de Garonne;BUS;AUTRE;33063
B_SBBGL_A;Berges du Lac;BUS;AUTRE;33063
B_SBCAL_R;Calais;BUS;AUTRE;33039
B_SBSTAL;Stalingrad;BUS;AUTRE;33063
B_SBTST_A;Stalingrad;BUS;AUTRE;33063
B_TRI36_R;Stade Trigan;BUS;CHAUSSEE;33550
B_CLE76_A;Clemenceau;BUS;CHAUSSEE;33069
B_EZO08_A;Emile Zola;BUS;CHAUSSEE;33119
B_WIL34_A;Collège Victor Louis;BUS;CHAUSSEE;33522
B_LAM10_A;Lamourous;BUS;CHAUSSEE;33063
B_ORP43_A;Orphelins;BUS;CHAUSSEE;33550
B_KEN49_R;Kennedy;BUS;CHAUSSEE_ACCESS;33281
B_QORD47;Quinconces;BUS;CHAUSSEE;33063
B_AUBI57;Les Aubiers;BUS;TERMINUS;33063
B_JAR71_A;Stade du Jard;BUS;CHAUSSEE;33281
B_STC46_R;Stade Cap de Bos;BUS;CHAUSSEE;33318
B_MMAR81;Martignas Mairie;BUS;HS_INTEGRAL;33273
B_AI28A2;AIA;BUS;CHAUSSEE;33167
B_PRI72_A;Parc Rivière;BUS;CHAUSSEE;33063
B_ACH75_A;Rue Achard;BUS;CHAUSSEE;33063
B_ARA18_R;Arago (Médiathèque);BUS;CHAUSSEE;33318
B_POR78_A;Portugal;BUS;CHAUSSEE;33056
B_JJA56_A;Jean Jaurès;BUS;CHAUSSEE;33069
B_HIP35_A;Hippodrome;BUS;CHAUSSEE;33075
B_AMB92_A;Ambès Eglise;BUS;CHAUSSEE;33004
B_11N57_A;Bruges Pl. du 11 Novembre;BUS;CHAUSSEE;33075
B_PLA72_R;Langevin;BUS;CHAUSSEE;33281
B_LAVI3_A;Lavigne;BUS;CHAUSSEE;33063
B_NAV45_R;Navarre;BUS;CHAUSSEE;33063
B_MBE02_A;Mairie de Bègles;BUS;CHAUSSEE;33039
B_MIN72_A;Minon;BUS;CHAUSSEE;33281
B_PDO46_R;Parc d'Ormoy;BUS;CHAUSSEE;33069
B_RLAT38;Route de Latresne;BUS;CHAUSSEE;33065
B_VIG56_A;Le Vigean;BUS;CHAUSSEE_ACCESS;33162
B_MOR32_R;La Morlette;BUS;CHAUSSEE;33119
B_ZIPH48;ZI du Phare;BUS;CHAUSSEE;33281
B_FRA16_R;Fragonard;BUS;CHAUSSEE;33281
B_BOT45_R;Jardin Botanique;BUS;CHAUSSEE;33063
B_PRE76_R;Préceinte;BUS;CHAUSSEE;33069
B_TRU82_A;Avenue du Truc;BUS;CHAUSSEE;33281
B_STAL38;Stalingrad;BUS;VOIE_PROTEGEE;33063
B_JMO34_A;Place Jean Moulin;BUS;CHAUSSEE;33039
B_PGA80_R;Piscine Galin;BUS;CHAUSSEE;33063
B_COB82_A;Corbiac;BUS;CHAUSSEE;33449
B_MATH39_R;Mathyadeux;BUS;CHAUSSEE;33519
B_DOU40_R;Dourout;BUS;HS_INTEGRAL;33522
B_RTO43_A;Hôpital Robert Picqué;BUS;CHAUSSEE;33039
B_RIG76_R;Rigal;BUS;CHAUSSEE;33069
B_7FO27_R;Villabois;BUS;CHAUSSEE;33075
B_ZIPH11;ZI du Phare;BUS;HS_INTEGRAL;33281
B_LOS84_A;Los Angeles;BUS;CHAUSSEE;33318
B_STD73_R;Stade Daugère;BUS;CHAUSSEE;33075
B_PEY42_A;Peycamin;BUS;CHAUSSEE;33192
B_MCAP16;Mérignac Capeyron;BUS;CHAUSSEE;33281
B_CCA42_R;Collège Capeyron;BUS;CHAUSSEE;33281
B_LAF09_A;Lafargue;BUS;CHAUSSEE;33063
B_4PO58_A;Les 4 Ponts;BUS;CHAUSSEE;33056
B_JJB34_A;Capelle;BUS;CHAUSSEE;33039
B_CHD50_R;Avenue Château d'Eau;BUS;CHAUSSEE;33281
B_AUG49_R;Eglise St Augustin;BUS;CHAUSSEE;33063
B_TIV57_R;Tivoli;BUS;CHAUSSEE;33063
B_VIG56_R;Le Vigean;BUS;CHAUSSEE_ACCESS;33162
B_HER94_R;Herriot;BUS;CHAUSSEE;33003
B_GCA42_A;Gare de Caudéran;BUS;CHAUSSEE;33281
B_CIM52_A;Cimetière d'Eysines;BUS;CHAUSSEE;33162
B_ALB47_R;Albret;BUS;CHAUSSEE;33063
B_DOR50_A;Dorgelès;BUS;CHAUSSEE;33281
B_SCH20_A;Schweitzer;BUS;CHAUSSEE;33550
B_NAD30_A;Nadar;BUS;CHAUSSEE;33281
B_LIB42_A;Libération;BUS;CHAUSSEE;33192
B_PJU16_R;Palais de Justice;BUS;TERMINUS;33063
B_PGA80_A;Piscine Galin;BUS;CHAUSSEE;33063
B_SAC76_A;Sadi Carnot;BUS;CHAUSSEE;33069
B_GPA27_R;Cité du Grand Parc;BUS;CHAUSSEE;33063
B_LAG32_A;Lagorgette;BUS;CHAUSSEE;33119
B_CSP52_A;Centre Sportif;BUS;CHAUSSEE;33200
B_CGR55_A;Cante-Gric;BUS;CHAUSSEE;33519
B_RIC33_R;Rue Richelieu;BUS;CHAUSSEE;33063
B_HVI43_A;Haut Vigneau;BUS;CHAUSSEE;33192
B_EGB57_R;Eglise de Bruges;BUS;CHAUSSEE;33075
B_GAR77_A;Gare de Parempuyre;BUS;CHAUSSEE;33312
B_DOR50_R;Dorgelès;BUS;CHAUSSEE;33281
B_BRU57_A;Bruges Hôtel de Ville;BUS;CHAUSSEE;33075
B_PTL20_A;Pont de Langon;BUS;CHAUSSEE;33550
B_GAL02_A;Galgon;BUS;CHAUSSEE;33550
B_CAN42_A;Canteloup;BUS;CHAUSSEE;33192
B_LEP02_A;Le Plateau;BUS;CHAUSSEE;33162
B_HUG71_A;Victor Hugo;BUS;CHAUSSEE;33449
B_CJJ32_A;Collège Jean Jaurès;BUS;CHAUSSEE;33119
B_SEV40_R;Sévène;BUS;CHAUSSEE;33522
B_MAR01_R;Martinique;BUS;CHAUSSEE;33063
B_CSP52_R;Centre Sportif;BUS;CHAUSSEE;33200
B_CLE53_A;Clemenceau;BUS;CHAUSSEE;33449
B_PEU34_R;Les Peupliers;BUS;CHAUSSEE;33550
B_BER16_A;Bertheau;BUS;CHAUSSEE;33281
B_BOU42_R;Bourranville;BUS;CHAUSSEE;33281
B_HVI43_R;Haut Vigneau;BUS;CHAUSSEE;33192
B_GAM66_A;Gambetta;BUS;HS_INTEGRAL;33069
B_LOR62_A;Lormont Bas;BUS;HS_INTEGRAL;33249
B_JAU93_R;Jaugues;BUS;CHAUSSEE;33003
B_BLA52_A;Picot;BUS;CHAUSSEE;33162
B_BRA75_A;Brandenburg;BUS;CHAUSSEE;33063
B_BRE52_A;Breteil;BUS;CHAUSSEE;33162
B_2PO84_R;Deux Ponts;BUS;CHAUSSEE;33318
B_PDO46_A;Parc d'Ormoy;BUS;CHAUSSEE;33069
B_ALS36_R;Alsace-Lorraine;BUS;CHAUSSEE;33550
B_LAG52_R;Le Lagunet;BUS;CHAUSSEE;33162
B_BPE10_R;Barrière de Pessac;BUS;CHAUSSEE;33063
B_CPA53_R;Les Campanules;BUS;CHAUSSEE;33376
B_JAL14_R;Jallère;BUS;CHAUSSEE;33063
B_BOU80_R;Le Bourgailh;BUS;CHAUSSEE;33318
B_PYR36_A;Pyrénées;BUS;CHAUSSEE;33550
B_VOI21_R;Le Béquet;BUS;CHAUSSEE;33550
B_PAI20_A;Pont de la Maye;BUS;CHAUSSEE;33550
B_GBL37_R;Gare de Blanquefort;BUS;CHAUSSEE;33056
B_TRE52_R;Treytins;BUS;CHAUSSEE;33162
B_PAR93_A;Parabelle;BUS;CHAUSSEE;33003
B_BAIL38;Bailly;BUS;CHAUSSEE;33065
B_COJ36_R;Courréjean;BUS;CHAUSSEE;33550
B_ECH84_A;Les Echoppes;BUS;CHAUSSEE;33318
B_CPO20_R;Château Pontac;BUS;CHAUSSEE;33550
B_MIC90_A;Michelin;BUS;CHAUSSEE;33032
B_BRI84_R;Brivazac;BUS;CHAUSSEE;33318
B_2PO84_A;Deux Ponts;BUS;CHAUSSEE;33318
B_LIS91_A;Lissandre;BUS;CHAUSSEE;33249
B_CAZ49_A;Cazanove;BUS;HS_INTEGRAL;33281
B_GAM02_R;Gambetta;BUS;CHAUSSEE_ACCESS;33063
B_CAZ49_R;Cazanove;BUS;HS_INTEGRAL;33281
B_BGA12_A;Bre St Augustin;BUS;AUTRE;33063
B_PEI08_A;Peixotto;BUS;CHAUSSEE;33522
B_DAS11_A;Dassault;BUS;CHAUSSEE_ACCESS;33281
B_CAR87_A;Cardinal;BUS;CHAUSSEE;33318
B_RAV41_A;Ravel;BUS;CHAUSSEE;33063
B_MER42_R;Mérignac Centre;BUS;AUTRE;33281
B_MOU11_A;Moulis;BUS;CHAUSSEE;33273
B_MOU11_R;Moulis;BUS;CHAUSSEE;33273
B_GQUINC;Garage Quinconces;BUS;AUTRE;33063
B_GSTAL;Garage Stalingrad;BUS;AUTRE;33063
B_GUNITE;Garage Unitec;BUS;AUTRE;33318
B_GREPUB;Garage République;BUS;AUTRE;33063
B_GPINS;Garage Les Pins;BUS;AUTRE;33281
B_SBBGA_R;Berges de Garonne;BUS;AUTRE;33063
B_SBCLA_A;Claveau;BUS;AUTRE;33063
B_SBBRA_A;Brandenburg;BUS;AUTRE;33063
B_SBNEY_A;New York;BUS;AUTRE;33063
B_SBMED_R;Cours du Médoc;BUS;AUTRE;33063
B_SBBET_A;Béthanie;BUS;AUTRE;33522
B_SBBET_R;Béthanie;BUS;AUTRE;33522
B_SBSAI_A;Saige;BUS;AUTRE;33318
B_SBBGN_A;Pessac Bougnard;BUS;AUTRE;33318
B_SBQCH_R;Quatre Chemins;BUS;AUTRE;33281
B_SBQCH_A;Quatre Chemins;BUS;AUTRE;33281
B_SBPMF_A;P. Mendès France;BUS;AUTRE;33281
B_SBARL_A;Mérignac Arlac;BUS;AUTRE;33281
B_SBPEY_R;Peychotte;BUS;AUTRE;33281
B_SBPEY_A;Peychotte;BUS;AUTRE;33281
B_SBMIT_R;F. Mitterrand;BUS;AUTRE;33281
B_SBAUG_R;Saint Augustin;BUS;AUTRE;33063
B_SBHOP_A;Hôpital Pellegrin;BUS;AUTRE;33063
B_SBGAV_A;Gaviniès;BUS;AUTRE;33063
B_SBMDK_A;Mériadeck;BUS;AUTRE;33063
B_SBGAL_R;Galin;BUS;AUTRE;33063
B_SBPEL_A;Pelletan;BUS;AUTRE;33119
B_SBPAL_A;Palmer;BUS;AUTRE;33119
B_SBMOR_R;La Morlette;BUS;AUTRE;33119
B_SBMOR_A;La Morlette;BUS;AUTRE;33119
B_SBMUS_R;Musée d'Aquitaine;BUS;AUTRE;33063
B_SBCRX_R;Sainte Croix;BUS;AUTRE;33063
B_SBGEN_A;St Genès;BUS;AUTRE;33522
B_SBROU_R;Roustaing;BUS;AUTRE;33522
B_SBBGL_R;Berges du Lac;BUS;AUTRE;33063
B_SBPING;Pin Galant;BUS;AUTRE;33281
B_SBROST;Rostand Descente;BUS;AUTRE;33281
B_SBBOU_A;Pl de la Bourse;BUS;AUTRE;33063
B_SBCAL_A;Calais;BUS;AUTRE;33039
B_SBCHT_R;Chataigneraie;BUS;AUTRE;33318
B_SBCHT_A;Chataigneraie;BUS;AUTRE;33318
B_SBMET_A;Cap Métiers;BUS;AUTRE;33318
B_SBBAME;Barrière du Médoc;BUS;AUTRE;33063
B_LAJ22_A;Lajarte;BUS;CHAUSSEE;33063
B_JJA27_A;Jean Jaurès;BUS;CHAUSSEE;33075
B_POI21_R;Poincaré;BUS;CHAUSSEE;33550
B_VER82_A;Chagneau;BUS;CHAUSSEE;33376
B_NRK75_A;New York;BUS;CHAUSSEE;33063
B_LIN70_A;Lindbergh;BUS;CHAUSSEE;33281
B_HER94_A;Herriot;BUS;CHAUSSEE;33003
B_BRA76_R;Branly;BUS;CHAUSSEE;33069
B_DAS70_A;Dassault;BUS;CHAUSSEE;33281
B_TREY74;Treytins;BUS;CHAUSSEE_ACCESS;33162
B_RCH52_R;Résidence Chanteclerc;BUS;CHAUSSEE;33200
B_DAUG27;Bruges Daugère;BUS;CHAUSSEE;33075
B_NANS9_R;Nansouty;BUS;CHAUSSEE;33063
B_PAU10_A;Paulin;BUS;CHAUSSEE;33063
B_MBO56_A;Mairie du Bouscat;BUS;CHAUSSEE;33069
B_KEN49_A;Kennedy;BUS;CHAUSSEE;33281
B_LAG32_R;Lagorgette;BUS;CHAUSSEE;33119
B_MAN21_A;Champ de Manoeuvres;BUS;CHAUSSEE;33550
B_JAC07_R;La Jacquotte;BUS;CHAUSSEE;33167
B_LOS84_R;Los Angeles;BUS;CHAUSSEE;33318
B_RPE43_R;Route de Pessac;BUS;CHAUSSEE;33192
B_REPL16;République;BUS;CHAUSSEE_ACCESS;33063
B_PRE38_A;Prévost;BUS;CHAUSSEE;33063
B_BOY55_A;La Boyauderie;BUS;CHAUSSEE_ACCESS;33162
B_COL04_A;Colibris;BUS;CHAUSSEE;33318
B_CVE41_A;Cage Verte;BUS;CHAUSSEE;33063
