fra;jour;clage_90;PourAvec;tx_indic_7J_DC;tx_indic_7J_hosp;tx_indic_7J_SC;tx_prev_hosp;tx_prev_SC
FR;2021-10-08;09;0;0;0.515251065300628;0.0515251065300628;0.669826384890816;0.103050213060126
FR;2021-10-08;09;1;;0.437963405505534;0.0386438298975471;0.476607235403081;0.0644063831625785
FR;2021-10-08;09;2;;0.0772876597950942;0.0128812766325157;0.193219149487735;0.0386438298975471
FR;2021-10-09;09;0;0;0.463725958770565;0.0386438298975471;0.6569451082583;0.103050213060126
FR;2021-10-09;09;1;;0.399319575607987;0.0257625532650314;0.476607235403081;0.0644063831625785
FR;2021-10-09;09;2;;0.0644063831625785;0.0128812766325157;0.18033787285522;0.0386438298975471
FR;2021-10-10;09;0;0;0.502369788668112;0.0128812766325157;0.669826384890816;0.103050213060126
FR;2021-10-10;09;1;;0.399319575607987;0.0128812766325157;0.450844682138049;0.0644063831625785
FR;2021-10-10;09;2;;0.103050213060126;0;0.218981702752767;0.0386438298975471
FR;2021-10-11;09;0;0;0.476607235403081;0.0128812766325157;0.6569451082583;0.103050213060126
FR;2021-10-11;09;1;;0.347794469077924;0.0128812766325157;0.425082128873018;0.0644063831625785
FR;2021-10-11;09;2;;0.128812766325157;0;0.231862979385283;0.0386438298975471
FR;2021-10-12;09;0;0;0.515251065300628;0.0257625532650314;0.721351491420879;0.0901689364276099
FR;2021-10-12;09;1;;0.386438298975471;0.0257625532650314;0.502369788668112;0.0644063831625785
FR;2021-10-12;09;2;;0.128812766325157;0;0.218981702752767;0.0257625532650314
FR;2021-10-13;09;0;0;0.592538725095722;0.0386438298975471;0.759995321318426;0.103050213060126
FR;2021-10-13;09;1;;0.463725958770565;0.0386438298975471;0.566776171830691;0.0772876597950942
FR;2021-10-13;09;2;;0.128812766325157;0;0.193219149487735;0.0257625532650314
FR;2021-10-14;09;0;0;0.515251065300628;0.0386438298975471;0.734232768053395;0.0901689364276099
FR;2021-10-14;09;1;;0.412200852240502;0.0386438298975471;0.541013618565659;0.0644063831625785
FR;2021-10-14;09;2;;0.103050213060126;0;0.193219149487735;0.0257625532650314
FR;2021-10-15;09;0;0;0.489488512035596;0.0257625532650314;0.695588938155848;0.0901689364276099
FR;2021-10-15;09;1;;0.386438298975471;0.0257625532650314;0.489488512035596;0.0644063831625785
FR;2021-10-15;09;2;;0.103050213060126;0;0.206100426120251;0.0257625532650314
FR;2021-10-16;09;0;0;0.528132341933144;0.0386438298975471;0.669826384890816;0.0901689364276099
FR;2021-10-16;09;1;;0.425082128873018;0.0386438298975471;0.476607235403081;0.0644063831625785
FR;2021-10-16;09;2;;0.103050213060126;0;0.193219149487735;0.0257625532650314
FR;2021-10-17;09;0;0;0.515251065300628;0.0515251065300628;0.695588938155848;0.103050213060126
FR;2021-10-17;09;1;;0.425082128873018;0.0386438298975471;0.489488512035596;0.0644063831625785
FR;2021-10-17;09;2;;0.0901689364276099;0.0128812766325157;0.206100426120251;0.0386438298975471
FR;2021-10-18;09;0;0;0.592538725095722;0.0515251065300628;0.772876597950942;0.103050213060126
FR;2021-10-18;09;1;;0.476607235403081;0.0386438298975471;0.515251065300628;0.0644063831625785
FR;2021-10-18;09;2;;0.115931489692641;0.0128812766325157;0.257625532650314;0.0386438298975471
FR;2021-10-19;09;0;0;0.528132341933144;0.0386438298975471;0.74711404468591;0.0901689364276099
FR;2021-10-19;09;1;;0.399319575607987;0.0257625532650314;0.476607235403081;0.0515251065300628
FR;2021-10-19;09;2;;0.128812766325157;0.0128812766325157;0.27050680928283;0.0386438298975471
FR;2021-10-20;09;0;0;0.450844682138049;0.0257625532650314;0.682707661523332;0.0901689364276099
FR;2021-10-20;09;1;;0.334913192445408;0.0128812766325157;0.450844682138049;0.0515251065300628
FR;2021-10-20;09;2;;0.115931489692641;0.0128812766325157;0.231862979385283;0.0386438298975471
FR;2021-10-21;09;0;0;0.515251065300628;0.0386438298975471;0.721351491420879;0.103050213060126
FR;2021-10-21;09;1;;0.399319575607987;0.0257625532650314;0.502369788668112;0.0644063831625785
FR;2021-10-21;09;2;;0.115931489692641;0.0128812766325157;0.218981702752767;0.0386438298975471
FR;2021-10-22;09;0;0;0.592538725095722;0.0515251065300628;0.74711404468591;0.103050213060126
FR;2021-10-22;09;1;;0.450844682138049;0.0386438298975471;0.515251065300628;0.0644063831625785
FR;2021-10-22;09;2;;0.141694042957673;0.0128812766325157;0.231862979385283;0.0386438298975471
FR;2021-10-23;09;0;0;0.605420001728238;0.0515251065300628;0.824401704481005;0.115931489692641
FR;2021-10-23;09;1;;0.463725958770565;0.0386438298975471;0.579657448463206;0.0772876597950942
FR;2021-10-23;09;2;;0.141694042957673;0.0128812766325157;0.244744256017798;0.0386438298975471
FR;2021-10-24;09;0;0;0.553894895198175;0.0515251065300628;0.798639151215973;0.128812766325157
FR;2021-10-24;09;1;;0.437963405505534;0.0515251065300628;0.566776171830691;0.0901689364276099
FR;2021-10-24;09;2;;0.115931489692641;0;0.231862979385283;0.0386438298975471
FR;2021-10-25;09;0;0;0.502369788668112;0.0644063831625785;0.759995321318426;0.141694042957673
FR;2021-10-25;09;1;;0.412200852240502;0.0644063831625785;0.553894895198175;0.103050213060126
FR;2021-10-25;09;2;;0.0901689364276099;0;0.206100426120251;0.0386438298975471
FR;2021-10-26;09;0;0;0.515251065300628;0.0644063831625785;0.721351491420879;0.141694042957673
FR;2021-10-26;09;1;;0.437963405505534;0.0644063831625785;0.515251065300628;0.103050213060126
FR;2021-10-26;09;2;;0.0772876597950942;0;0.206100426120251;0.0386438298975471
FR;2021-10-27;09;0;0;0.566776171830691;0.0901689364276099;0.669826384890816;0.141694042957673
FR;2021-10-27;09;1;;0.476607235403081;0.0901689364276099;0.502369788668112;0.103050213060126
FR;2021-10-27;09;2;;0.0901689364276099;0;0.167456596222704;0.0386438298975471
FR;2021-10-28;09;0;0;0.631182554993269;0.0901689364276099;0.811520427848489;0.141694042957673
FR;2021-10-28;09;1;;0.463725958770565;0.0901689364276099;0.566776171830691;0.115931489692641
FR;2021-10-28;09;2;;0.167456596222704;0;0.244744256017798;0.0257625532650314
FR;2021-10-29;09;0;0;0.605420001728238;0.0901689364276099;0.811520427848489;0.154575319590188
FR;2021-10-29;09;1;;0.437963405505534;0.0772876597950942;0.553894895198175;0.115931489692641
FR;2021-10-29;09;2;;0.167456596222704;0.0128812766325157;0.257625532650314;0.0386438298975471
FR;2021-10-30;09;0;0;0.553894895198175;0.0901689364276099;0.74711404468591;0.141694042957673
FR;2021-10-30;09;1;;0.386438298975471;0.0772876597950942;0.502369788668112;0.103050213060126
FR;2021-10-30;09;2;;0.167456596222704;0.0128812766325157;0.244744256017798;0.0386438298975471
FR;2021-10-31;09;0;0;0.644063831625785;0.103050213060126;0.772876597950942;0.154575319590188
FR;2021-10-31;09;1;;0.463725958770565;0.0901689364276099;0.528132341933144;0.115931489692641
FR;2021-10-31;09;2;;0.18033787285522;0.0128812766325157;0.244744256017798;0.0386438298975471
FR;2021-11-01;09;0;0;0.708470214788363;0.103050213060126;0.83728298111352;0.167456596222704
FR;2021-11-01;09;1;;0.553894895198175;0.0901689364276099;0.618301278360753;0.128812766325157
FR;2021-11-01;09;2;;0.154575319590188;0.0128812766325157;0.218981702752767;0.0386438298975471
FR;2021-11-02;09;0;0;0.734232768053395;0.103050213060126;0.888808087643583;0.141694042957673
FR;2021-11-02;09;1;;0.566776171830691;0.0901689364276099;0.6569451082583;0.103050213060126
FR;2021-11-02;09;2;;0.167456596222704;0.0128812766325157;0.231862979385283;0.0386438298975471
FR;2021-11-03;09;0;0;0.721351491420879;0.103050213060126;0.850164257746036;0.154575319590188
FR;2021-11-03;09;1;;0.566776171830691;0.0901689364276099;0.631182554993269;0.115931489692641
FR;2021-11-03;09;2;;0.154575319590188;0.0128812766325157;0.218981702752767;0.0386438298975471
FR;2021-11-04;09;0;0;0.669826384890816;0.0901689364276099;0.850164257746036;0.154575319590188
FR;2021-11-04;09;1;;0.553894895198175;0.0772876597950942;0.592538725095722;0.115931489692641
FR;2021-11-04;09;2;;0.115931489692641;0.0128812766325157;0.257625532650314;0.0386438298975471
FR;2021-11-05;09;0;0;0.682707661523332;0.0901689364276099;0.875926811011067;0.167456596222704
FR;2021-11-05;09;1;;0.605420001728238;0.0901689364276099;0.631182554993269;0.128812766325157
FR;2021-11-05;09;2;;0.0772876597950942;0;0.244744256017798;0.0386438298975471
FR;2021-11-06;09;0;0;0.695588938155848;0.103050213060126;0.785757874583457;0.167456596222704
FR;2021-11-06;09;1;;0.618301278360753;0.103050213060126;0.528132341933144;0.128812766325157
FR;2021-11-06;09;2;;0.0772876597950942;0;0.257625532650314;0.0386438298975471
FR;2021-11-07;09;0;0.0128812766325157;0.721351491420879;0.0901689364276099;0.824401704481005;0.154575319590188
FR;2021-11-07;09;1;;0.631182554993269;0.0772876597950942;0.541013618565659;0.115931489692641
FR;2021-11-07;09;2;;0.0901689364276099;0.0128812766325157;0.283388085915345;0.0386438298975471
FR;2021-11-08;09;0;0.0128812766325157;0.695588938155848;0.0772876597950942;0.863045534378552;0.154575319590188
FR;2021-11-08;09;1;;0.553894895198175;0.0644063831625785;0.566776171830691;0.115931489692641
FR;2021-11-08;09;2;;0.141694042957673;0.0128812766325157;0.296269362547861;0.0386438298975471
FR;2021-11-09;09;0;0.0128812766325157;0.74711404468591;0.103050213060126;0.888808087643583;0.154575319590188
FR;2021-11-09;09;1;;0.605420001728238;0.0901689364276099;0.618301278360753;0.115931489692641
FR;2021-11-09;09;2;;0.141694042957673;0.0128812766325157;0.27050680928283;0.0386438298975471
FR;2021-11-10;09;0;0.0128812766325157;0.875926811011067;0.0901689364276099;0.991858300703709;0.154575319590188
FR;2021-11-10;09;1;;0.682707661523332;0.0772876597950942;0.695588938155848;0.115931489692641
FR;2021-11-10;09;2;;0.193219149487735;0.0128812766325157;0.296269362547861;0.0386438298975471
FR;2021-11-11;09;0;0.0128812766325157;0.863045534378552;0.0901689364276099;0.888808087643583;0.128812766325157
FR;2021-11-11;09;1;;0.669826384890816;0.0772876597950942;0.566776171830691;0.0901689364276099
FR;2021-11-11;09;2;;0.193219149487735;0.0128812766325157;0.322031915812892;0.0386438298975471
FR;2021-11-12;09;0;0.0128812766325157;0.914570640908615;0.0901689364276099;0.940333194173646;0.141694042957673
FR;2021-11-12;09;1;;0.682707661523332;0.0772876597950942;0.605420001728238;0.103050213060126
FR;2021-11-12;09;2;;0.231862979385283;0.0128812766325157;0.334913192445408;0.0386438298975471
FR;2021-11-13;09;0;0.0128812766325157;0.991858300703709;0.0772876597950942;1.00473957733622;0.141694042957673
FR;2021-11-13;09;1;;0.734232768053395;0.0644063831625785;0.644063831625785;0.103050213060126
FR;2021-11-13;09;2;;0.257625532650314;0.0128812766325157;0.36067574571044;0.0386438298975471
FR;2021-11-14;09;0;0;0.966095747438677;0.0772876597950942;1.00473957733622;0.141694042957673
FR;2021-11-14;09;1;;0.708470214788363;0.0772876597950942;0.631182554993269;0.103050213060126
FR;2021-11-14;09;2;;0.257625532650314;0;0.373557022342955;0.0386438298975471
FR;2021-11-15;09;0;0;1.08202723713132;0.115931489692641;1.15931489692641;0.167456596222704
FR;2021-11-15;09;1;;0.83728298111352;0.115931489692641;0.785757874583457;0.128812766325157
FR;2021-11-15;09;2;;0.244744256017798;0;0.373557022342955;0.0386438298975471
FR;2021-11-16;09;0;0;1.08202723713132;0.103050213060126;1.09490851376383;0.154575319590188
FR;2021-11-16;09;1;;0.811520427848489;0.0901689364276099;0.708470214788363;0.103050213060126
FR;2021-11-16;09;2;;0.27050680928283;0.0128812766325157;0.386438298975471;0.0515251065300628
FR;2021-11-17;09;0;0;1.0691459604988;0.103050213060126;1.10778979039635;0.128812766325157
FR;2021-11-17;09;1;;0.824401704481005;0.0901689364276099;0.74711404468591;0.0901689364276099
FR;2021-11-17;09;2;;0.244744256017798;0.0128812766325157;0.36067574571044;0.0386438298975471
FR;2021-11-18;09;0;0;1.13355234366138;0.115931489692641;1.12067106702887;0.141694042957673
FR;2021-11-18;09;1;;0.888808087643583;0.103050213060126;0.74711404468591;0.103050213060126
FR;2021-11-18;09;2;;0.244744256017798;0.0128812766325157;0.373557022342955;0.0386438298975471
FR;2021-11-19;09;0;0.0128812766325157;1.24948383335402;0.141694042957673;1.22372128008899;0.167456596222704
FR;2021-11-19;09;1;;1.00473957733622;0.128812766325157;0.824401704481005;0.128812766325157
FR;2021-11-19;09;2;;0.244744256017798;0.0128812766325157;0.399319575607987;0.0386438298975471
FR;2021-11-20;09;0;0.0128812766325157;1.27524638661905;0.167456596222704;1.26236510998654;0.193219149487735
FR;2021-11-20;09;1;;1.05626468386629;0.154575319590188;0.850164257746036;0.154575319590188
FR;2021-11-20;09;2;;0.218981702752767;0.0128812766325157;0.412200852240502;0.0386438298975471
FR;2021-11-21;09;0;0.0128812766325157;1.40405915294421;0.206100426120251;1.37829659967918;0.244744256017798
FR;2021-11-21;09;1;;1.13355234366138;0.18033787285522;0.940333194173646;0.193219149487735
FR;2021-11-21;09;2;;0.27050680928283;0.0257625532650314;0.437963405505534;0.0515251065300628
FR;2021-11-22;09;0;0.0128812766325157;1.48134681273931;0.231862979385283;1.54575319590188;0.244744256017798
FR;2021-11-22;09;1;;1.22372128008899;0.206100426120251;1.10778979039635;0.206100426120251
FR;2021-11-22;09;2;;0.257625532650314;0.0257625532650314;0.437963405505534;0.0386438298975471
FR;2021-11-23;09;0;0.0257625532650314;1.51999064263685;0.218981702752767;1.44270298284176;0.231862979385283
FR;2021-11-23;09;1;;1.28812766325157;0.206100426120251;1.0691459604988;0.193219149487735
FR;2021-11-23;09;2;;0.231862979385283;0.0128812766325157;0.373557022342955;0.0386438298975471
FR;2021-11-24;09;0;0.0257625532650314;1.61015957906446;0.218981702752767;1.45558425947427;0.206100426120251
FR;2021-11-24;09;1;;1.36541532304666;0.206100426120251;1.05626468386629;0.167456596222704
FR;2021-11-24;09;2;;0.244744256017798;0.0128812766325157;0.399319575607987;0.0386438298975471
FR;2021-11-25;09;0;0.0257625532650314;1.67456596222704;0.231862979385283;1.44270298284176;0.231862979385283
FR;2021-11-25;09;1;;1.45558425947427;0.218981702752767;1.05626468386629;0.193219149487735
FR;2021-11-25;09;2;;0.218981702752767;0.0128812766325157;0.386438298975471;0.0386438298975471
FR;2021-11-26;09;0;0.0128812766325157;1.63592213232949;0.206100426120251;1.36541532304666;0.218981702752767
FR;2021-11-26;09;1;;1.42982170620924;0.193219149487735;0.991858300703709;0.18033787285522
FR;2021-11-26;09;2;;0.206100426120251;0.0128812766325157;0.373557022342955;0.0386438298975471
FR;2021-11-27;09;0;0.0128812766325157;1.8033787285522;0.231862979385283;1.50710936600434;0.244744256017798
FR;2021-11-27;09;1;;1.58439702579943;0.218981702752767;1.13355234366138;0.206100426120251
FR;2021-11-27;09;2;;0.218981702752767;0.0128812766325157;0.373557022342955;0.0386438298975471
FR;2021-11-28;09;0;0.0128812766325157;1.77761617528717;0.231862979385283;1.54575319590188;0.257625532650314
FR;2021-11-28;09;1;;1.58439702579943;0.231862979385283;1.13355234366138;0.218981702752767
FR;2021-11-28;09;2;;0.193219149487735;0;0.412200852240502;0.0386438298975471
FR;2021-11-29;09;0;0.0128812766325157;1.62304085569698;0.206100426120251;1.5586344725344;0.296269362547861
FR;2021-11-29;09;1;;1.45558425947427;0.193219149487735;1.1464336202939;0.244744256017798
FR;2021-11-29;09;2;;0.167456596222704;0.0128812766325157;0.412200852240502;0.0515251065300628
FR;2021-11-30;09;0;0;1.73897234538962;0.244744256017798;1.59727830243195;0.283388085915345
FR;2021-11-30;09;1;;1.54575319590188;0.206100426120251;1.17219617355893;0.206100426120251
FR;2021-11-30;09;2;;0.193219149487735;0.0386438298975471;0.425082128873018;0.0772876597950942
FR;2021-12-01;09;0;0;1.88066638834729;0.334913192445408;1.81626000518471;0.309150639180377
FR;2021-12-01;09;1;;1.63592213232949;0.283388085915345;1.35253404641415;0.218981702752767
FR;2021-12-01;09;2;;0.244744256017798;0.0515251065300628;0.463725958770565;0.0901689364276099
FR;2021-12-02;09;0;0;1.84202255844974;0.334913192445408;1.82914128181723;0.322031915812892
FR;2021-12-02;09;1;;1.59727830243195;0.283388085915345;1.3911778763117;0.231862979385283
FR;2021-12-02;09;2;;0.244744256017798;0.0515251065300628;0.437963405505534;0.0901689364276099
FR;2021-12-03;09;0;0;1.81626000518471;0.322031915812892;1.66168468559452;0.27050680928283
FR;2021-12-03;09;1;;1.54575319590188;0.27050680928283;1.22372128008899;0.193219149487735
FR;2021-12-03;09;2;;0.27050680928283;0.0515251065300628;0.437963405505534;0.0772876597950942
FR;2021-12-04;09;0;0;1.76473489865465;0.322031915812892;1.71320979212459;0.309150639180377
FR;2021-12-04;09;1;;1.46846553610679;0.257625532650314;1.26236510998654;0.218981702752767
FR;2021-12-04;09;2;;0.296269362547861;0.0644063831625785;0.450844682138049;0.0901689364276099
FR;2021-12-05;09;0;0;1.86778511171478;0.296269362547861;1.81626000518471;0.309150639180377
FR;2021-12-05;09;1;;1.59727830243195;0.231862979385283;1.36541532304666;0.218981702752767
FR;2021-12-05;09;2;;0.27050680928283;0.0644063831625785;0.450844682138049;0.0901689364276099
FR;2021-12-06;09;0;0;2.12541064436509;0.27050680928283;2.03524170793748;0.309150639180377
FR;2021-12-06;09;1;;1.85490383508226;0.218981702752767;1.62304085569698;0.218981702752767
FR;2021-12-06;09;2;;0.27050680928283;0.0515251065300628;0.412200852240502;0.0901689364276099
FR;2021-12-07;09;0;0;2.11252936773257;0.257625532650314;2.07388553783503;0.283388085915345
FR;2021-12-07;09;1;;1.84202255844974;0.231862979385283;1.63592213232949;0.206100426120251
FR;2021-12-07;09;2;;0.27050680928283;0.0257625532650314;0.437963405505534;0.0772876597950942
FR;2021-12-08;09;0;0;2.09964809110006;0.193219149487735;2.07388553783503;0.309150639180377
FR;2021-12-08;09;1;;1.84202255844974;0.167456596222704;1.58439702579943;0.218981702752767
FR;2021-12-08;09;2;;0.257625532650314;0.0257625532650314;0.489488512035596;0.0901689364276099
FR;2021-12-09;09;0;0;2.33151107048534;0.244744256017798;2.15117319763012;0.36067574571044
FR;2021-12-09;09;1;;2.04812298457;0.218981702752767;1.67456596222704;0.27050680928283
FR;2021-12-09;09;2;;0.283388085915345;0.0257625532650314;0.476607235403081;0.0901689364276099
FR;2021-12-10;09;0;0;2.4603238368105;0.257625532650314;2.12541064436509;0.347794469077924
FR;2021-12-10;09;1;;2.13829192099761;0.231862979385283;1.59727830243195;0.27050680928283
FR;2021-12-10;09;2;;0.322031915812892;0.0257625532650314;0.528132341933144;0.0772876597950942
FR;2021-12-11;09;0;0;2.51184894334056;0.231862979385283;2.12541064436509;0.347794469077924
FR;2021-12-11;09;1;;2.17693575089515;0.206100426120251;1.61015957906446;0.257625532650314
FR;2021-12-11;09;2;;0.334913192445408;0.0257625532650314;0.515251065300628;0.0901689364276099
FR;2021-12-12;09;0;0;2.73083064609333;0.257625532650314;2.31862979385283;0.386438298975471
FR;2021-12-12;09;1;;2.34439234711786;0.231862979385283;1.76473489865465;0.296269362547861
FR;2021-12-12;09;2;;0.386438298975471;0.0257625532650314;0.553894895198175;0.0901689364276099
FR;2021-12-13;09;0;0;2.69218681619578;0.296269362547861;2.51184894334056;0.425082128873018
FR;2021-12-13;09;1;;2.24134213405773;0.257625532650314;1.91931021824484;0.322031915812892
FR;2021-12-13;09;2;;0.450844682138049;0.0386438298975471;0.592538725095722;0.103050213060126
FR;2021-12-14;09;0;0;2.80811830588842;0.386438298975471;2.4603238368105;0.502369788668112
FR;2021-12-14;09;1;;2.29286724058779;0.334913192445408;1.84202255844974;0.399319575607987
FR;2021-12-14;09;2;;0.515251065300628;0.0515251065300628;0.618301278360753;0.103050213060126
FR;2021-12-15;09;0;0;2.71794936946081;0.36067574571044;2.3830361770154;0.463725958770565
FR;2021-12-15;09;1;;2.22846085742522;0.322031915812892;1.73897234538962;0.36067574571044
FR;2021-12-15;09;2;;0.489488512035596;0.0386438298975471;0.644063831625785;0.103050213060126
FR;2021-12-16;09;0;0;2.64066170966572;0.309150639180377;2.42168000691295;0.450844682138049
FR;2021-12-16;09;1;;2.15117319763012;0.27050680928283;1.85490383508226;0.36067574571044
FR;2021-12-16;09;2;;0.489488512035596;0.0386438298975471;0.566776171830691;0.0901689364276099
FR;2021-12-17;09;0;0;2.73083064609333;0.373557022342955;2.42168000691295;0.515251065300628
FR;2021-12-17;09;1;;2.26710468732276;0.334913192445408;1.84202255844974;0.425082128873018
FR;2021-12-17;09;2;;0.463725958770565;0.0386438298975471;0.579657448463206;0.0901689364276099
FR;2021-12-18;09;0;0;2.71794936946081;0.36067574571044;2.39591745364792;0.515251065300628
FR;2021-12-18;09;1;;2.25422341069025;0.334913192445408;1.84202255844974;0.425082128873018
FR;2021-12-18;09;2;;0.463725958770565;0.0257625532650314;0.553894895198175;0.0901689364276099
FR;2021-12-19;09;0;0;2.55049277323811;0.386438298975471;2.43456128354547;0.553894895198175
FR;2021-12-19;09;1;;2.08676681446754;0.347794469077924;1.85490383508226;0.450844682138049
FR;2021-12-19;09;2;;0.463725958770565;0.0386438298975471;0.579657448463206;0.103050213060126
FR;2021-12-20;09;0;0;2.67930553956327;0.373557022342955;2.67930553956327;0.515251065300628
FR;2021-12-20;09;1;;2.18981702752767;0.334913192445408;2.06100426120251;0.399319575607987
FR;2021-12-20;09;2;;0.489488512035596;0.0386438298975471;0.618301278360753;0.115931489692641
FR;2021-12-21;09;0;0;2.872524689051;0.437963405505534;2.84676213578597;0.6569451082583
FR;2021-12-21;09;1;;2.37015490038289;0.36067574571044;2.2155795807927;0.502369788668112
FR;2021-12-21;09;2;;0.502369788668112;0.0772876597950942;0.631182554993269;0.154575319590188
FR;2021-12-22;09;0;0;3.07862511517125;0.463725958770565;2.96269362547861;0.631182554993269
FR;2021-12-22;09;1;;2.55049277323811;0.386438298975471;2.27998596395528;0.489488512035596
FR;2021-12-22;09;2;;0.528132341933144;0.0772876597950942;0.682707661523332;0.141694042957673
FR;2021-12-23;09;0;0;3.1172689450688;0.515251065300628;2.7050680928283;0.579657448463206
FR;2021-12-23;09;1;;2.61489915640069;0.425082128873018;2.11252936773257;0.450844682138049
FR;2021-12-23;09;2;;0.502369788668112;0.0901689364276099;0.592538725095722;0.128812766325157
FR;2021-12-24;09;0;0;3.05286256190622;0.489488512035596;2.51184894334056;0.553894895198175
FR;2021-12-24;09;1;;2.52473021997308;0.399319575607987;1.90642894161232;0.437963405505534
FR;2021-12-24;09;2;;0.528132341933144;0.0901689364276099;0.605420001728238;0.115931489692641
FR;2021-12-25;09;0;0;3.18167532823138;0.553894895198175;2.49896766670805;0.592538725095722
FR;2021-12-25;09;1;;2.66642426293075;0.463725958770565;1.93219149487735;0.502369788668112
FR;2021-12-25;09;2;;0.515251065300628;0.0901689364276099;0.566776171830691;0.0901689364276099
FR;2021-12-26;09;0;0;3.46506341414672;0.553894895198175;2.93693107221358;0.6569451082583
FR;2021-12-26;09;1;;2.93693107221358;0.450844682138049;2.33151107048534;0.541013618565659
FR;2021-12-26;09;2;;0.528132341933144;0.103050213060126;0.605420001728238;0.115931489692641
FR;2021-12-27;09;0;0;3.72268894679704;0.631182554993269;3.40065703098414;0.721351491420879
FR;2021-12-27;09;1;;3.14303149833383;0.502369788668112;2.69218681619578;0.566776171830691
FR;2021-12-27;09;2;;0.579657448463206;0.128812766325157;0.708470214788363;0.154575319590188
FR;2021-12-28;09;0;0;4.34099022515779;0.592538725095722;4.1864149055676;0.83728298111352
FR;2021-12-28;09;1;;3.72268894679704;0.502369788668112;3.37489447771911;0.682707661523332
FR;2021-12-28;09;2;;0.618301278360753;0.0901689364276099;0.811520427848489;0.154575319590188
FR;2021-12-29;09;0;0;4.94641022688603;0.669826384890816;4.58573448117559;0.888808087643583
FR;2021-12-29;09;1;;4.25082128873018;0.566776171830691;3.70980767016452;0.734232768053395
FR;2021-12-29;09;2;;0.695588938155848;0.103050213060126;0.875926811011067;0.154575319590188
FR;2021-12-30;09;0;0;5.71928682483697;0.721351491420879;4.8433600138259;0.83728298111352
FR;2021-12-30;09;1;;4.93352895025351;0.605420001728238;3.9416706495498;0.682707661523332
FR;2021-12-30;09;2;;0.785757874583457;0.115931489692641;0.901689364276099;0.154575319590188
FR;2021-12-31;09;0;0;6.36335065646275;0.811520427848489;4.83047873719339;0.914570640908615
FR;2021-12-31;09;1;;5.5775927818793;0.669826384890816;3.95455192618232;0.734232768053395
FR;2021-12-31;09;2;;0.785757874583457;0.141694042957673;0.875926811011067;0.18033787285522
FR;2022-01-01;09;0;0;6.77555150870326;0.83728298111352;4.62437831107314;0.940333194173646
FR;2022-01-01;09;1;;5.92538725095722;0.669826384890816;3.72268894679704;0.734232768053395
FR;2022-01-01;09;2;;0.850164257746036;0.167456596222704;0.901689364276099;0.206100426120251
FR;2022-01-02;09;0;0;7.35520895716646;0.92745191754113;5.28132341933144;1.05626468386629
FR;2022-01-02;09;1;;6.46640086952288;0.785757874583457;4.27658384199521;0.850164257746036
FR;2022-01-02;09;2;;0.888808087643583;0.141694042957673;1.00473957733622;0.206100426120251
FR;2022-01-03;09;0;0;8.11520427848489;0.888808087643583;5.93826852758974;1.0691459604988
FR;2022-01-03;09;1;;7.18775236094376;0.74711404468591;4.83047873719339;0.824401704481005
FR;2022-01-03;09;2;;0.92745191754113;0.141694042957673;1.10778979039635;0.244744256017798
FR;2022-01-04;09;0;0.0128812766325157;8.23113576817753;0.92745191754113;6.1572502303425;1.13355234366138
FR;2022-01-04;09;1;;7.23927746747382;0.785757874583457;4.89488512035596;0.901689364276099
FR;2022-01-04;09;2;;0.991858300703709;0.141694042957673;1.26236510998654;0.231862979385283
FR;2022-01-05;09;0;0.0257625532650314;8.75926811011067;1.03050213060126;6.49216342278791;1.18507745019144
FR;2022-01-05;09;1;;7.74164725614193;0.888808087643583;5.20403575953634;0.966095747438677
FR;2022-01-05;09;2;;1.01762085396874;0.141694042957673;1.28812766325157;0.218981702752767
FR;2022-01-06;09;0;0.0257625532650314;8.8623183231708;1.10778979039635;6.35046937983024;1.30100893988409
FR;2022-01-06;09;1;;7.793172362672;0.953214470806162;5.13962937637376;1.05626468386629
FR;2022-01-06;09;2;;1.0691459604988;0.154575319590188;1.21084000345648;0.244744256017798
FR;2022-01-07;09;0;0.0257625532650314;9.33892555857388;1.12067106702887;6.62097618911307;1.3138902165166
FR;2022-01-07;09;1;;8.10232300185237;0.978977024071193;5.3328485258615;1.09490851376383
FR;2022-01-07;09;2;;1.23660255672151;0.141694042957673;1.28812766325157;0.218981702752767
FR;2022-01-08;09;0;0.0386438298975471;9.97010811356715;1.08202723713132;6.69826384890816;1.21084000345648
FR;2022-01-08;09;1;;8.60469279052049;0.940333194173646;5.28132341933144;0.978977024071193
FR;2022-01-08;09;2;;1.36541532304666;0.141694042957673;1.41694042957673;0.231862979385283
FR;2022-01-09;09;0;0.0772876597950942;10.1375647097899;1.13355234366138;6.87860172176338;1.32677149314912
FR;2022-01-09;09;1;;8.60469279052049;0.953214470806162;5.34572980249401;1.08202723713132
FR;2022-01-09;09;2;;1.53287191926937;0.18033787285522;1.53287191926937;0.244744256017798
FR;2022-01-10;09;0;0.0772876597950942;10.3307838592776;1.3138902165166;7.5484281066542;1.44270298284176
FR;2022-01-10;09;1;;8.68198045031558;1.10778979039635;5.86098086779464;1.13355234366138
FR;2022-01-10;09;2;;1.64880340896201;0.206100426120251;1.68744723885956;0.309150639180377
FR;2022-01-11;09;0;0.0644063831625785;10.6528157750905;1.37829659967918;7.56130938328671;1.48134681273931
FR;2022-01-11;09;1;;8.91384342970086;1.10778979039635;5.83521831452961;1.13355234366138
